"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Task Repositories","Mark Task Read","Shift+Alt+R","In Tasks Editor"
"PyDev - Editor","Python Un Collapse","Ctrl+=","PyDev editor scope"
"Run/Debug","Step Into","F5","Debugging"
"pepticcategory","Extract Local Variable...","Shift+Alt+T L","PyDev editor scope"
"PyDev - Editor","Go to Matching Bracket","Shift+Ctrl+P","PyDev editor scope"
"Views","Show View (Problems)","Shift+Alt+Q X","In Windows"
"Run/Debug","Run Java Applet","Shift+Alt+X A","In Windows"
"Edit","Restore Last Selection","Shift+Alt+Down","Editing in Structured Text Editors"
"Project","Make Target Build","Shift+F9","In Windows"
"Navigate","Show In...","Shift+Alt+W","In Windows"
"Run/Debug","Debug Java Applet","Shift+Alt+D A","In Windows"
"Run/Debug","Execute","Ctrl+U","In Windows"
"Uncategorized","Copy","Ctrl+C","In Git Reflog View"
"Source","Back","Alt+Left","In Macro Expansion Hover"
"Window","Quick Access","Ctrl+3","In Windows"
"Edit","Matching Tag","Shift+Ctrl+>","Editing in Structured Text Editors"
"Source","Add Javadoc Comment","Shift+Alt+J","In Windows"
"Run/Debug","Previous Page of Memory","Shift+Ctrl+,","In Table Memory Rendering"
"File","&Import Modules","Ctrl+I","In Windows"
"File","Print","Ctrl+P","In Windows"
"File","Save All","Shift+Ctrl+S","In Windows"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","In C/C++ Views"
"Run/Debug","Run JUnit Test","Shift+Alt+X T","In Windows"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"Edit","Redo","Shift+Ctrl+Z","In Dialogs and Windows"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View"
"Source","Format","Shift+Ctrl+F","Editing Java Source"
"PyDev - Editor","Python Show Outline","Ctrl+O","PyDev editor scope"
"File","Refresh","F5","In Windows"
"Navigate","Collapse All","Shift+Ctrl+Numpad_Divide","In Windows"
"Changelog","Prepare Changelog In Editor","Ctrl+Alt+P","Comparing in an Editor"
"Search","Open Search Dialog","Ctrl+H","In Windows"
"Edit","Modify &Parsing Expression","Ctrl+Alt+F6","In Windows"
"Views","Show View (History)","Shift+Alt+Q Z","In Windows"
"Window","Show System Menu","Alt+-","In Windows"
"Edit","Select Previous Element","Shift+Alt+Left","Editing in Structured Text Editors"
"Source","Add Include","Shift+Ctrl+N","C/C++ Editor"
"Views","Show View (Console)","Shift+Alt+Q C","In Windows"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"File","Close All","Shift+Ctrl+W","In Windows"
"Source","Declaration","Ctrl+G","C/C++ Editor"
"PyDev - Run","Terminate all launches","Ctrl+Alt+F9","PyDev editor scope"
"Views","Show View (Error Log)","Shift+Alt+Q L","In Windows"
"File","Properties","Alt+Enter","In Windows"
"Run/Debug","Display","Shift+Ctrl+D","In Dialogs and Windows"
"Edit","Occurrences in File","Shift+Ctrl+A","Editing in Structured Text Editors"
"Source","Rename In File","Shift+Alt+R","Editing Ant Buildfiles"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Edit","Select Previous C/C++ Element","Shift+Alt+Left","C/C++ Editor"
"Edit","Open Selection","F3","Editing in Structured Text Editors"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Edit","Cut","Ctrl+X","In Dialogs and Windows"
"Source","Remove Occurrence Annotations","Shift+Alt+U","Editing Java Source"
"Edit","Restore Last Selection","Shift+Alt+Down","Editing Java Source"
"Views","Show View (Javadoc)","Shift+Alt+Q J","In Windows"
"Focused UI","Show Context Quick View","Shift+Ctrl+Alt+Right","In Windows"
"Task Repositories","Mark Task Read and Go To Next Unread Task","Shift+Alt+Down","In Tasks View"
"Run/Debug","Toggle Breakpoint","Shift+Ctrl+B","In Windows"
"pepticcategory","Rename...","Shift+Alt+R","PyDev editor scope"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text"
"Terminal view commands","Terminal view insert","Alt+W","Terminal widget context"
"UML2 Sequence Diagram Viewer Commands","Scroll up","Shift+Alt+Up","UML2 Sequence Diagram Viewer"
"PyDev - Editor","Select Enclosing Scope","Shift+Alt+Up","PyDev editor scope"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"Window","Show Key Assist","Shift+Ctrl+L","In Dialogs and Windows"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editing Java Source"
"Reverse Debugging Commands","Reverse Step Into","Shift+F5","Debugging C/C++"
"Refactor - Java","Rename - Refactoring ","Shift+Alt+R","In Windows"
"Text Editing","Line Start","Home","Editing Text"
"JFormDesigner","New JFormDesigner Form","Shift+Ctrl+V","In Windows"
"Text Editing","To Lower Case","Shift+Ctrl+Y","Editing Text"
"File","Close","Ctrl+F4","In Windows"
"PyDev - Editor","Show Python Class Hierarchy","F4","PyDev editor scope"
"File","Rename","F2","In Windows"
"Edit","Previous Sibling","Shift+Ctrl+Up","Editing in Structured Text Editors"
"Navigate","Backward History","Alt+Left","In Windows"
"Source","Indent Line","Ctrl+I","C/C++ Editor"
"Source","Quick Assist - Assign to field","Ctrl+2 F","Editing Java Source"
"Edit","Find Next","Ctrl+K","Editing Text"
"Source","Surround With Quick Menu","Shift+Alt+Z","C/C++ Editor"
"JFormDesigner","Go to JFormDesigner form / Java code","Shift+Ctrl+D","In Windows"
"Task Repositories","New Subtask","Shift+Insert","In Tasks View"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows"
"PyDev - Editor","Deselect Enclosing Scope","Shift+Alt+Down","PyDev editor scope"
"Run/Debug","Debug","F11","In Windows"
"UML2 Sequence Diagram Viewer Commands","Scroll left","Shift+Alt+Left","UML2 Sequence Diagram Viewer"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Source","Open Element","Shift+Ctrl+T","C/C++ Editor"
"Terminal view commands","Terminal view insert","Alt+H","Terminal widget context"
"Refactor - Java","Show Refactor Quick Menu","Shift+Alt+T","In Windows"
"Source","Remove Block Comment","Shift+Ctrl+\","C/C++ Editor"
"Edit","Next Sibling","Shift+Ctrl+Down","Editing in Structured Text Editors"
"Refactor - C++","Rename - Refactoring ","Shift+Alt+R","In C/C++ Views"
"PyDev - Editor","Offline Action for scripting","Ctrl+2","PyDev editor scope"
"Search","Show Occurrences in File Quick Menu","Shift+Ctrl+U","In Windows"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"File","Close","Ctrl+W","In Windows"
"Refactor - Java","Inline","Shift+Alt+I","In Windows"
"Makefile Source","Uncomment","Ctrl+\","Makefile Editor"
"File","&Export Script...","Ctrl+4","In Windows"
"PyDev - Run","Run custom tests","Ctrl+F9","PyDev editor scope"
"Terminal view commands","Terminal view insert","Alt+G","Terminal widget context"
"Window","Previous Editor","Shift+Ctrl+F6","In Windows"
"Search","File Search","Ctrl+H","In Windows"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text"
"UML2 Sequence Diagram Viewer Commands","Show node start ","Shift+Alt+Home","UML2 Sequence Diagram Viewer"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"Window","Previous Perspective","Shift+Ctrl+F8","In Windows"
"Changelog","Insert ChangeLog entry","Ctrl+Alt+C","Comparing in an Editor"
"Navigate","Open Type Hierarchy","F4","C/C++ Editor"
"Refactor - C++","Toggle Function - Refactoring ","Shift+Alt+T","C/C++ Editor"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text"
"Makefile Source","Comment","Ctrl+/","Makefile Editor"
"Source","Open Declaration","F3","In Macro Expansion Hover"
"Terminal view commands","Terminal view insert","Alt+N","Terminal widget context"
"Run/Debug","Debug Android Application","Shift+Alt+A D","In Windows"
"Navigate","Quick Outline","Ctrl+O","Editing Java Source"
"Run/Debug","Go to Program Counter","Home","In Disassembly"
"Jigloo","Toggle between source and form editor","Ctrl+Alt+T","Editing Text"
"pepticcategory","Generate Properties...","Shift+Alt+T P","PyDev editor scope"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Navigate","Go To Next Unread Task","Alt+Down","In Tasks View"
"Source","Explore Macro Expansion","Ctrl+=","C/C++ Editor"
"Edit","Incremental Find","Ctrl+J","Editing Text"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text"
"Navigate","Search Repository for Task","Shift+Ctrl+F12","In Windows"
"Run/Debug","Debug Ant Build","Shift+Alt+D Q","In Windows"
"Edit","Delete","Delete","In Windows"
"Changelog","Prepare Commit","Ctrl+Alt+V","Editing Text"
"File","New menu","Shift+Alt+N","In Windows"
"Edit","Select Next Element","Shift+Alt+Right","Editing in Structured Text Editors"
"Navigate","Matching Character","Shift+Ctrl+P","Editing in Structured Text Editors"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles"
"UML2 Sequence Diagram Viewer Commands","Scroll right","Shift+Alt+Right","UML2 Sequence Diagram Viewer"
"Run/Debug","Debug Java Application","Shift+Alt+D J","In Windows"
"Task Repositories","Show Tooltip Description","F4","In Tasks View"
"Views","Show View (Task List)","Shift+Alt+Q K","In Windows"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Navigate","Go to Line","Ctrl+L","Editing Text"
"Text Editing","Reset Structure","Shift+Ctrl+Numpad_Multiply","Editing Text"
"PyDev - Editor","Python Format Code","Shift+Ctrl+F","PyDev editor scope"
"File","&Create Module...","Ctrl+5","In Windows"
"pepticcategory","Extract Local Variable...","Shift+Alt+L","PyDev editor scope"
"Text Editing","To Upper Case","Shift+Ctrl+X","Editing Text"
"Changelog","Format ChangeLog","Esc Ctrl+F","Editing Text"
"PyDev - Run","Set Next Statement","Ctrl+Alt+R","In Windows"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source"
"Changelog","Prepare Changelog","Ctrl+Alt+P","In Windows"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Java Source"
"Refactor - Java","Change Method Signature","Shift+Alt+C","In Windows"
"Window","Next Perspective","Ctrl+F8","In Windows"
"Source","Go to Previous Member","Shift+Ctrl+Up","C/C++ Editor"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Source","Go to Matching Bracket","Shift+Ctrl+P","C/C++ Editor"
"Git","Paste Repository Path or URI","Ctrl+V","In Git Repositories View"
"Task Editor","Maximize Part","Shift+Ctrl+M","In Tasks Editor"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","C/C++ Editor"
"Run/Debug","Run Java Application","Shift+Alt+X J","In Windows"
"Navigate","Go to Matching Bracket","Shift+Ctrl+P","Editing Java Source"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"Window","Quick Access","Ctrl+`","In Windows"
"Run/Debug","All Instances","Shift+Ctrl+N","In Windows"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In C/C++ Views"
"Editor Commands","Organize patches","Shift+Ctrl+O","Specfile Editor Context"
"Source","References","Shift+Ctrl+G","C/C++ Editor"
"Window","Next View","Ctrl+F7","In Windows"
"Source","Remove Block Comment","Shift+Ctrl+\","Editing Java Source"
"Source","Toggle Source/Header","Ctrl+Tab","C/C++ Editor"
"Text Editing","Select Previous Word","Shift+Ctrl+Left","Editing Text"
"Edit","Format Active Elements","Ctrl+I","Editing in Structured Text Editors"
"Run/Debug","EOF","Ctrl+D","In I/O Console"
"Refactor - C++","Extract Constant - Refactoring ","Alt+C","C/C++ Editor"
"Text Editing","Delete Line","Ctrl+D","Editing Text"
"Task Repositories","Mark Task Complete","Shift+Alt+C","In Tasks View"
"Run/Debug","Step Return","F7","Debugging"
"Project","Build Project","Ctrl+B","In Windows"
"Task Repositories","Mark Task Incomplete","Shift+Alt+I","In Tasks View"
"Source","Forward","Alt+Right","In Macro Expansion Hover"
"Edit","Context Information","Shift+Ctrl+Space","In Dialogs and Windows"
"Jigloo","Pause/restart code parsing","Ctrl+Alt+P","Editing Text"
"Navigate","Deactivate Task","Shift+Ctrl+F9","In Windows"
"Refactor - Java","Move - Refactoring ","Shift+Alt+V","In Windows"
"Uncategorized","Display Command","Shift+Ctrl+D","PyDev editor scope"
"Changelog","Prepare Changelog In Editor","Ctrl+Alt+P","Editing Text"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Properties Files"
"Navigate","Go to Next Member","Shift+Ctrl+Down","Editing Java Source"
"Task Repositories","Mark Task Read and Go To Previous Unread Task","Shift+Alt+Up","In Tasks View"
"Run/Debug","Debug JUnit Test","Shift+Alt+D T","In Windows"
"Changelog","Insert ChangeLog entry","Ctrl+Alt+C","Editing Text"
"Views","Show View (Breakpoints)","Shift+Alt+Q B","In Windows"
"Task Repositories","Mark Task Complete","Shift+Alt+C","In Tasks Editor"
"Source","Correct Indentation","Ctrl+I","Editing Java Source"
"Source","Quick Assist - Rename in file","Ctrl+2 R","Editing Java Source"
"Source","Sort Lines","Ctrl+Alt+S","C/C++ Editor"
"Window","Show Contributing Plug-in","Shift+Alt+F3","In Dialogs and Windows"
"UML2 Sequence Diagram Viewer Commands","Go to associated message","Alt+R","UML2 Sequence Diagram Viewer"
"Text Editing","Line End","End","Editing Text"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Editor Commands","Toggle Comment","Shift+Ctrl+C","Editing Text"
"Edit","Quick Diff Toggle","Shift+Ctrl+Q","Editing Text"
"Run/Debug","Run Ant Build","Shift+Alt+X Q","In Windows"
"Window","Next Editor","Ctrl+F6","In Windows"
"Task Repositories","New Local Task","Insert","In Tasks View"
"Views","Show View (Package Explorer)","Shift+Alt+Q P","In Windows"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"Source","Open Element","Shift+Ctrl+T","In C/C++ Views"
"Text Editing","Toggle Folding","Ctrl+Numpad_Divide","Editing Text"
"Navigate","Activate Task","Ctrl+F9","In Windows"
"Run/Debug","Run","Ctrl+F11","In Windows"
"PyDev - Editor","Python Show Global Tokens (Editor)","Shift+Ctrl+T","PyDev editor scope"
"Edit","Find and Replace","Ctrl+F","In Windows"
"Text Editing","Toggle Overwrite","Insert","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Source","Show outline","Ctrl+O","C/C++ Editor"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
"pepticcategory","Generate Constructor using Fields...","Shift+Alt+T C","PyDev editor scope"
"Navigate","Open Declaration","F3","In Windows"
"Views","Show View (Search)","Shift+Alt+Q S","In Windows"
"Project","Rebuild Last Target","F9","In Windows"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text"
"Makefile Source","Open declaration","F3","Makefile Editor"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source"
"Views","Show View","Shift+Alt+Q Q","In Windows"
"PyDev - Editor","Interactive Console","Ctrl+Alt+Enter","PyDev editor scope"
"Edit","Cut","Shift+Delete","In Dialogs and Windows"
"Source","Add Block Comment","Shift+Ctrl+/","Editing Java Source"
"Navigate","Forward History","Alt+Right","In Windows"
"UML2 Sequence Diagram Viewer Commands","Scroll down","Shift+Alt+Down","UML2 Sequence Diagram Viewer"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Refactor - C++","Rename - Refactoring ","Shift+Alt+R","C/C++ Editor"
"Navigate","Open Task","Ctrl+F12","In Windows"
"Source","Add Block Comment","Shift+Ctrl+/","C/C++ Editor"
"Task Repositories","Mark Task Read","Shift+Alt+R","In Tasks View"
"PyDev - Editor","Python Show Global Tokens (Global)","Shift+Ctrl+T","PyDev view"
"Focused UI","Make Landmark","Shift+Ctrl+Alt+Up","In Windows"
"PyDev - Editor","Python Collapse All","Ctrl+9","PyDev editor scope"
"Edit","Select Previous Element","Shift+Alt+Left","Editing Java Source"
"pepticcategory","Override/Implement Methods...","Shift+Alt+T O","PyDev editor scope"
"Source","Open Declaration","F3","In C/C++ Views"
"Editor Commands","Show outline","Ctrl+O","Specfile Editor Context"
"Source","Quick Assist - Assign to local variable","Ctrl+2 L","Editing Java Source"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Edit","Content Assist","Alt+/","Editing Text"
"Run/Debug","Force Return","Shift+Alt+F","In Windows"
"Source","Toggle Mark Occurrences","Shift+Alt+O","Editing Java Source"
"Views","Show View (Variables)","Shift+Alt+Q V","In Windows"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Window","Activate Editor","F12","In Windows"
"File","New","Ctrl+N","In Windows"
"Text Editing","Insert Line Above Current Line","Shift+Ctrl+Enter","Editing Text"
"Source","Show Source Quick Menu","Shift+Alt+S","C/C++ Editor"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"File","Close All","Shift+Ctrl+F4","In Windows"
"Navigate","Quick Outline","Ctrl+O","WikiText Markup Source Context"
"Navigate","Expand All","Shift+Ctrl+Numpad_Multiply","In Windows"
"Terminal view commands","Terminal view insert","Alt+A","Terminal widget context"
"PyDev - Editor","Python Organize Imports","Shift+Ctrl+O","PyDev editor scope"
"Edit","Select Next C/C++ Element","Shift+Alt+Right","C/C++ Editor"
"Edit","Add Block Comment","Shift+Ctrl+/","Editing in Structured Text Editors"
"Edit","Format","Shift+Ctrl+F","Editing in Structured Text Editors"
"Terminal view commands","Terminal view insert","Alt+E","Terminal widget context"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Views","Show View (Type Hierarchy)","Shift+Alt+Q T","In Windows"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Terminal view commands","Terminal view insert","Alt+R","Terminal widget context"
"PyDev - Editor","Python Uncomment","Ctrl+\","PyDev editor scope"
"PyDev - Editor","Next Method or Class","Shift+Ctrl+Down","PyDev editor scope"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Android Refactorings","Extract Android String","Shift+Alt+A S","In Windows"
"Navigate","Open Call Hierarchy","F2","Editing Text"
"File","Save","Ctrl+S","In Windows"
"Source","Format","Shift+Ctrl+F","Editing Ant Buildfiles"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Navigate","Open Type Hierarchy","F4","In C/C++ Views"
"Edit","Select Enclosing C/C++ Element","Shift+Alt+Up","C/C++ Editor"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"Text Editing","Collapse All","Shift+Ctrl+Numpad_Divide","Editing Text"
"Navigate","Open Include Browser","Ctrl+Alt+I","In C/C++ Views"
"PyDev - Editor","Add Single Comment Block","Shift+Ctrl+4","PyDev editor scope"
"Task Editor","Submit Task","Shift+Alt+S","In Tasks Editor"
"Edit","Find Previous","Shift+Ctrl+K","Editing Text"
"Window","Next Editor","F1","In Windows"
"Uncategorized","Find all references","Shift+Ctrl+G","PyDev editor scope"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows"
"Source","Go to Next Member","Shift+Ctrl+Down","C/C++ Editor"
"PyDev - Run","Run editor with current interpreter","F9","PyDev editor scope"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows"
"Reverse Debugging Commands","Uncall","Shift+F7","Debugging C/C++"
"Task Repositories","Open Selected Task","Ctrl+Enter","In Tasks View"
"pepticcategory","Extract Method...","Shift+Alt+T E","PyDev editor scope"
"Source","Surround With Quick Menu","Shift+Alt+Z","In Windows"
"Focused UI","Make Less Interesting","Shift+Ctrl+Alt+Down","In Windows"
"Edit","Toggle Comment","Shift+Ctrl+C","Editing in Structured Text Editors"
"Navigate","Open Type Hierarchy","F4","In Windows"
"PyDev - Editor","Add Comment Block","Ctrl+4","PyDev editor scope"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"Navigate","Next","Ctrl+.","In Windows"
"Run/Debug","Terminate","Ctrl+F2","Debugging"
"Source","References","Shift+Ctrl+G","In C/C++ Views"
"Source","Show Source Quick Menu","Shift+Alt+S","In Windows"
"pepticcategory","Extract Method...","Shift+Alt+M","PyDev editor scope"
"Source","Declaration","Ctrl+G","In C/C++ Views"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Run/Debug","Run Android Application","Shift+Alt+A R","In Windows"
"Search","References in Workspace","Shift+Ctrl+G","In Windows"
"Run/Debug","Toggle Memory Monitors Pane","Ctrl+T","In Memory View"
"Window","Previous View","Shift+Ctrl+F7","In Windows"
"PyDev - Run","Relaunch last pydev launch","Shift+Ctrl+F9","PyDev editor scope"
"Navigate","Previous Page","Shift+Alt+F7","In Windows"
"Navigate","Previous","Ctrl+,","In Windows"
"Git","Copy Path to Clipboard","Ctrl+C","In Git Repositories View"
"Navigate","Next Page","Alt+F7","In Windows"
"Views","Show View (Outline)","Shift+Alt+Q O","In Windows"
"Reverse Debugging Commands","Reverse Step Over","Shift+F6","Debugging C/C++"
"Text Editing","Select Next Word","Shift+Ctrl+Right","Editing Text"
"PyDev - Editor","Previous Method or Class","Shift+Ctrl+Up","PyDev editor scope"
"Edit","Restore Last C/C++ Selection","Shift+Alt+Down","C/C++ Editor"
"Source","Toggle Mark Occurrences","Shift+Alt+O","C/C++ Editor"
"Navigate","Open Resource","Shift+Ctrl+R","In Windows"
"Terminal view commands","Terminal view insert","Alt+V","Terminal widget context"
"Source","Comment/Uncomment","Ctrl+/","C/C++ Editor"
"pepticcategory","Inline Local Variable...","Shift+Alt+I","PyDev editor scope"
"Text Editing","Delete to End of Line","Shift+Ctrl+Delete","Editing Text"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows"
"Run","Run w/C&hart","Ctrl+Alt+F5","In Windows"
"Source","Add Import","Shift+Ctrl+M","Editing Java Source"
"Terminal view commands","Terminal view insert","Alt+T","Terminal widget context"
"Task Repositories","Quick Outline","Ctrl+O","In Tasks Editor"
"Edit","Toggle Block Selection","Shift+Alt+A","Editing Text"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors"
"Source","Quick Type Hierarchy","Ctrl+T","C/C++ Editor"
"Edit","Select Next Element","Shift+Alt+Right","Editing Java Source"
"Edit","Select Enclosing Element","Shift+Alt+Up","Editing in Structured Text Editors"
"UML2 Sequence Diagram Viewer Commands","Show node end","Shift+Alt+End","UML2 Sequence Diagram Viewer"
"Navigate","Open Type","Shift+Ctrl+T","In Windows"
"Run/Debug","Go to Address...","Ctrl+G","In Disassembly"
"Navigate","Go to Previous Member","Shift+Ctrl+Up","Editing Java Source"
"Run/Debug","Next Page of Memory","Shift+Ctrl+.","In Table Memory Rendering"
"Terminal view commands","Terminal view insert","Alt+P","Terminal widget context"
"Navigate","Last Edit Location","Ctrl+Q","In Windows"
"Navigate","Go To Previous Unread Task","Alt+Up","In Tasks View"
"Window","Switch to Editor","Shift+Ctrl+E","In Windows"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Text Editing","Previous Word","Ctrl+Left","Editing Text"
"pepticcategory","Inline Local Variable...","Shift+Alt+T I","PyDev editor scope"
"Task Repositories","Mark Task Incomplete","Shift+Alt+I","In Tasks Editor"
"Edit","Remove Block Comment","Shift+Ctrl+\","Editing in Structured Text Editors"
"Run/Debug","Display","Shift+Ctrl+V","In Dialogs and Windows"
"Run/Debug","Step Over","F6","Debugging"
"Task Repositories","Mark Task Unread","Shift+Alt+U","In Tasks View"
"Navigate","Quick Outline","Shift+Ctrl+O","Task Markup Editor Source Context"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows"
"Jigloo","Open Jigloo Preferences Page","Ctrl+Alt+J","Editing Text"
"PyDev - Editor","Python Un Collapse All","Ctrl+0","PyDev editor scope"
"Terminal view commands","Terminal view insert","Alt+F","Terminal widget context"
"PyDev - Editor","Remove Comment Block","Ctrl+5","PyDev editor scope"
"Run/Debug","Resume","F8","Debugging"
"Views","Show View (Cheat Sheets)","Shift+Alt+Q H","In Windows"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"Navigate","Open Include Browser","Ctrl+Alt+I","C/C++ Editor"
"Terminal view commands","Terminal view insert","Alt+S","Terminal widget context"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","In Windows"
"Edit","Shift Left","Shift+Tab","C/C++ Editor"
"Refactor - Java","Extract Method","Shift+Alt+M","In Windows"
"Source","Open Declaration","F3","C/C++ Editor"
"Source","Toggle Ant Mark Occurrences","Shift+Alt+O","Editing Ant Buildfiles"
"Window","Quick Switch Editor","Ctrl+E","In Windows"
"Navigate","Open Remote Task","Shift+Ctrl+Alt+F12","In Windows"
"Run/Debug","Inspect","Shift+Ctrl+I","In Dialogs and Windows"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editor Breadcrumb Navigation"
"Edit","Incremental Find Reverse","Shift+Ctrl+J","Editing Text"
"Source","Organize Imports","Shift+Ctrl+O","In Windows"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Views","Show View (Synchronize)","Shift+Alt+Q Y","In Windows"
"Reverse Debugging Commands","Reverse Resume","Shift+F8","Debugging C/C++"
"PyDev - Editor","Python Go To Definition","F3","PyDev editor scope"
"Views","Show View (Declaration)","Shift+Alt+Q D","In Windows"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Editing Text"
"Edit","Toggle Insert Mode","Shift+Ctrl+Insert","Editing Text"
"Refactor - C++","Extract Function - Refactoring ","Shift+Alt+M","C/C++ Editor"
"Refactor - Java","Extract Local Variable","Shift+Alt+L","In Windows"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"Task Repositories","Mark Task Unread","Shift+Alt+U","In Tasks Editor"
"Refactor - C++","Extract Local Variable - Refactoring ","Shift+Alt+L","C/C++ Editor"
"PyDev - Editor","Python Toggle Comment","Ctrl+/","PyDev editor scope"
"Source","Explore Macro Expansion","Ctrl+#","C/C++ Editor"
"Source","Format","Shift+Ctrl+F","C/C++ Editor"
"Navigate","Open Type in Hierarchy","Shift+Ctrl+H","C/C++ Editor"
"PyDev - Editor","Python Collapse","Ctrl+-","PyDev editor scope"
"Uncategorized","Show Markup Cheat Sheet","F1","WikiText Markup Source Context"
"Run/Debug","Run to Line","Ctrl+R","Debugging"
"Edit","Select Enclosing Element","Shift+Alt+Up","Editing Java Source"
